yourlist:M202202226320BA52A5CE8FCD097CB85A53697A3542D570B	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC580856	A0A7M7GG32	A0A7M7GG32_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	332
LOC100888073	A0A7M7SVW3	A0A7M7SVW3_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	365
LOC576141	A0A7M7N2Z7	A0A7M7N2Z7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2519
LOC576141	A0A7M7N344	A0A7M7N344_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2503
LOC576141	A0A7M7N349	A0A7M7N349_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2503
LOC576141	A0A7M7N378	A0A7M7N378_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2503
LOC579674	A0A7M7PT19	A0A7M7PT19_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	909
LOC579674	A0A7M7PUQ0	A0A7M7PUQ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	925
LOC589304	A0A7M7MXT1	A0A7M7MXT1_STRPU	unreviewed	Xylulose kinase (EC 2.7.1.17)		Strongylocentrotus purpuratus (Purple sea urchin)	528
LOC577652	A0A7M7RDW7	A0A7M7RDW7_STRPU	unreviewed	DAO domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	414
LOC105442404	A0A7M7PIL7	A0A7M7PIL7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	679
LOC100891775	A0A7M7LPQ2	A0A7M7LPQ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	333
LOC753790	A0A7M7LKX2	A0A7M7LKX2_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	320
LOC753960	A0A7M7NMN8	A0A7M7NMN8_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	438
LOC589478	A0A7M7P279	A0A7M7P279_STRPU	unreviewed	Tetraspanin		Strongylocentrotus purpuratus (Purple sea urchin)	245
LOC753135	A0A7M7NL57	A0A7M7NL57_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	692
LOC753135	A0A7M7SXA5	A0A7M7SXA5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	711
LOC100887982	A0A7M7NA08	A0A7M7NA08_STRPU	unreviewed	SEA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2178
LOC589628	A0A7M7MXN1	A0A7M7MXN1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	403
LOC763404	A0A7M7MYS6	A0A7M7MYS6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1548
LOC580257	A0A7M7NGX2	A0A7M7NGX2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3168
LOC580257	A0A7M7NGY1	A0A7M7NGY1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3366
LOC594323	A0A7M7HF61	A0A7M7HF61_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	869
LOC594323	A0A7M7HFJ8	A0A7M7HFJ8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	869
LOC594323	A0A7M7HJ34	A0A7M7HJ34_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	866
LOC594323	A0A7M7HJ67	A0A7M7HJ67_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	877
LOC594323	A0A7M7LSP7	A0A7M7LSP7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	880
LOC594323	A0A7M7NTP2	A0A7M7NTP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	880
LOC594323	A0A7M7NWH9	A0A7M7NWH9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	869
LOC594323	A0A7M7NZG5	A0A7M7NZG5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	858
LOC100889312	A0A7M7N4B6	A0A7M7N4B6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	857
LOC100889312	A0A7M7N676	A0A7M7N676_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	884
LOC100889312	A0A7M7N762	A0A7M7N762_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	874
LOC100889312	A0A7M7STV6	A0A7M7STV6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	867
LOC100889312	A0A7M7SU01	A0A7M7SU01_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	762
LOC100892959	A0A7M7PQT4	A0A7M7PQT4_STRPU	unreviewed	SAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	710
LOC100892959	A0A7M7PT79	A0A7M7PT79_STRPU	unreviewed	SAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	643
LOC580223	A0A7M7T5D0	A0A7M7T5D0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4609
LOC578057	A0A7M7N5A2	A0A7M7N5A2_STRPU	unreviewed	Nbs1_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	708
LOC578057	A0A7M7N5C7	A0A7M7N5C7_STRPU	unreviewed	FHA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	859
LOC578057	A0A7M7N5N5	A0A7M7N5N5_STRPU	unreviewed	Nbs1_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	708
LOC578057	A0A7M7N742	A0A7M7N742_STRPU	unreviewed	FHA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	859
LOC578057	A0A7M7N7B1	A0A7M7N7B1_STRPU	unreviewed	Nbs1_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	708
LOC100888444	A0A7M7HQC2	A0A7M7HQC2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	474
LOC583056	A0A7M7NTG7	A0A7M7NTG7_STRPU	unreviewed	VEFS-Box domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	781
LOC582032	A0A7M7GHM1	A0A7M7GHM1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	487
LOC582032	A0A7M7HJ16	A0A7M7HJ16_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	488
LOC582032	A0A7M7HNI8	A0A7M7HNI8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	401
LOC582032	A0A7M7RF78	A0A7M7RF78_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	480
LOC589631	A0A7M7P1Q4	A0A7M7P1Q4_STRPU	unreviewed	MAP kinase-activating death domain protein		Strongylocentrotus purpuratus (Purple sea urchin)	1593
LOC589631	A0A7M7P224	A0A7M7P224_STRPU	unreviewed	MAP kinase-activating death domain protein		Strongylocentrotus purpuratus (Purple sea urchin)	1630
LOC589631	A0A7M7P3V0	A0A7M7P3V0_STRPU	unreviewed	MAP kinase-activating death domain protein		Strongylocentrotus purpuratus (Purple sea urchin)	1639
LOC589631	A0A7M7P4E3	A0A7M7P4E3_STRPU	unreviewed	MAP kinase-activating death domain protein		Strongylocentrotus purpuratus (Purple sea urchin)	1595
LOC589631	A0A7M7T0L2	A0A7M7T0L2_STRPU	unreviewed	MAP kinase-activating death domain protein		Strongylocentrotus purpuratus (Purple sea urchin)	1641
LOC754687	A0A7M7PRB8	A0A7M7PRB8_STRPU	unreviewed	Methyltransf_11 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	476
LOC754687	A0A7M7PT35	A0A7M7PT35_STRPU	unreviewed	Methyltransf_11 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	481
LOC115918413	A0A7M7SV39	A0A7M7SV39_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	190
LOC590453	A0A7M7N3L6	A0A7M7N3L6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	391
LOC590453	A0A7M7STQ6	A0A7M7STQ6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	481
LOC593173	A0A7M7STM9	A0A7M7STM9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	503
LOC584518	A0A7M7PQ54	A0A7M7PQ54_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2617
LOC584518	A0A7M7PSH9	A0A7M7PSH9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2611
LOC105440011	A0A7M7NQW9	A0A7M7NQW9_STRPU	unreviewed	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (EC 1.3.1.39) (EC 2.3.1.41) (EC 3.1.2.14) (3-oxoacyl-[acyl-carrier-protein] synthase) (Acyl-[acyl-carrier-protein] hydrolase) (Enoyl-[acyl-carrier-protein] reductase) ([Acyl-carrier-protein] S-acetyltransferase) ([Acyl-carrier-protein] S-malonyltransferase)		Strongylocentrotus purpuratus (Purple sea urchin)	2542
LOC115923539	A0A7M7NR69	A0A7M7NR69_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	824
LOC579971	A0A7M7HF46	A0A7M7HF46_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	796
LOC579971	A0A7M7HM08	A0A7M7HM08_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	818
LOC578370	A0A7M7PUN8	A0A7M7PUN8_STRPU	unreviewed	DDHD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	748
LOC577146	A0A7M7T2Y8	A0A7M7T2Y8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	132
LOC115920230	A0A7M7N578	A0A7M7N578_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	200
LOC105440317	A0A7M7NR36	A0A7M7NR36_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	233
LOC105440317	A0A7M7NTX1	A0A7M7NTX1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	200
LOC575591	A0A7M7HNI0	A0A7M7HNI0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	390
LOC594743	A0A7M7RFM5	A0A7M7RFM5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	269
LOC576669	A0A7M7N867	A0A7M7N867_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	988
LOC576669	A0A7M7N8H6	A0A7M7N8H6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	980
LOC581305	A0A7M7REX8	A0A7M7REX8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	287
LOC115921590	A0A7M7NDK2	A0A7M7NDK2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	127
LOC582937	A0A7M7SXI7	A0A7M7SXI7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1820
LOC587399	A0A7M7NJB7	A0A7M7NJB7_STRPU	unreviewed	PKS_ER domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	260
LOC115924814	A0A7M7P0X5	A0A7M7P0X5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	580
LOC105439634	A0A7M7P4J1	A0A7M7P4J1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	572
LOC585199	A0A7M7PRM0	A0A7M7PRM0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1683
LOC589830	A0A7M7N0S8	A0A7M7N0S8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1818
LOC589830	A0A7M7N1T1	A0A7M7N1T1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1816
LOC589830	A0A7M7N347	A0A7M7N347_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1622
LOC100891519	A0A7M7HLJ4	A0A7M7HLJ4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	505
LOC100889603	A0A7M7PMR8	A0A7M7PMR8_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	500
LOC756234	A0A7M7T5W3	A0A7M7T5W3_STRPU	unreviewed	RRM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	704
LOC592311	A0A7M7NEA3	A0A7M7NEA3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	633
LOC100892121	A0A7M7LLA5	A0A7M7LLA5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	853
LOC583499	A0A7M7TGP9	A0A7M7TGP9_STRPU	unreviewed	Calcineurin-like phosphoesterase domain-containing protein 1 (Serine/threonine-protein phosphatase CPPED1)		Strongylocentrotus purpuratus (Purple sea urchin)	307
LOC592814	A0A7M7P996	A0A7M7P996_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	762
LOC592814	A0A7M7PA04	A0A7M7PA04_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	586
LOC592814	A0A7M7PAH1	A0A7M7PAH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	842
LOC582966	A0A7M7RH82	A0A7M7RH82_STRPU	unreviewed	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)		Strongylocentrotus purpuratus (Purple sea urchin)	670
LOC594257	A0A7M7NHT3	A0A7M7NHT3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	907
LOC100890398	A0A7M7GJD0	A0A7M7GJD0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	650
LOC100893814	A0A7M7N1F1	A0A7M7N1F1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1574
LOC100888271	A0A7M7GHV6	A0A7M7GHV6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	614
LOC754160	A0A7M7P8W8	A0A7M7P8W8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	749
LOC105446162	A0A7M7SXE6	A0A7M7SXE6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	324
LOC577727	A0A7M7T5J0	A0A7M7T5J0_STRPU	unreviewed	Spastin (EC 5.6.1.1)		Strongylocentrotus purpuratus (Purple sea urchin)	610
LOC105442002	A0A7M7PDJ2	A0A7M7PDJ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	819
LOC100888354	A0A7M7GJL8	A0A7M7GJL8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	918
LOC584380	A0A7M7N3F8	A0A7M7N3F8_STRPU	unreviewed	RRM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	158
LOC100889616	A0A7M7P4E9	A0A7M7P4E9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1088
LOC373234	Q9NBH3	Q9NBH3_STRPU	unreviewed	Myosin V		Strongylocentrotus purpuratus (Purple sea urchin)	1824
LOC583383	A0A7M7P5Q3	A0A7M7P5Q3_STRPU	unreviewed	FERM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	810
LOC583383	A0A7M7P777	A0A7M7P777_STRPU	unreviewed	FERM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	783
LOC583383	A0A7M7P7M7	A0A7M7P7M7_STRPU	unreviewed	FERM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	891
LOC583383	A0A7M7PAY0	A0A7M7PAY0_STRPU	unreviewed	FERM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	873
LOC583383	A0A7M7T187	A0A7M7T187_STRPU	unreviewed	FERM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	861
LOC583383	A0A7M7T1A1	A0A7M7T1A1_STRPU	unreviewed	FERM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	801
LOC575016	A0A7M7N123	A0A7M7N123_STRPU	unreviewed	C2H2-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2223
LOC575016	A0A7M7STB6	A0A7M7STB6_STRPU	unreviewed	C2H2-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2248
LOC575196	A0A7M7TG86	A0A7M7TG86_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	443
LOC575638	A0A7M7PP25	A0A7M7PP25_STRPU	unreviewed	Zinc finger CCCH domain-containing protein 14		Strongylocentrotus purpuratus (Purple sea urchin)	954
LOC575638	A0A7M7PT05	A0A7M7PT05_STRPU	unreviewed	Zinc finger CCCH domain-containing protein 14		Strongylocentrotus purpuratus (Purple sea urchin)	904
LOC575638	A0A7M7R9H4	A0A7M7R9H4_STRPU	unreviewed	Zinc finger CCCH domain-containing protein 14		Strongylocentrotus purpuratus (Purple sea urchin)	955
LOC584177	A0A7M7PN89	A0A7M7PN89_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1740
LOC584177	A0A7M7PPP2	A0A7M7PPP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1897
LOC584177	A0A7M7PRD3	A0A7M7PRD3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1898
LOC584177	A0A7M7PS03	A0A7M7PS03_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1888
LOC581558	A0A7M7RGT5	A0A7M7RGT5_STRPU	unreviewed	Dynactin subunit 6		Strongylocentrotus purpuratus (Purple sea urchin)	187
LOC588536	A0A7M7TH74	A0A7M7TH74_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	476
LOC575000	A0A7M7NQ84	A0A7M7NQ84_STRPU	unreviewed	Voltage-dependent T-type calcium channel subunit alpha		Strongylocentrotus purpuratus (Purple sea urchin)	1927
LOC575000	A0A7M7NQ97	A0A7M7NQ97_STRPU	unreviewed	Voltage-dependent T-type calcium channel subunit alpha		Strongylocentrotus purpuratus (Purple sea urchin)	2271
LOC575000	A0A7M7NR57	A0A7M7NR57_STRPU	unreviewed	Voltage-dependent T-type calcium channel subunit alpha		Strongylocentrotus purpuratus (Purple sea urchin)	1952
LOC575000	A0A7M7NVE1	A0A7M7NVE1_STRPU	unreviewed	Voltage-dependent T-type calcium channel subunit alpha		Strongylocentrotus purpuratus (Purple sea urchin)	2294
LOC575000	A0A7M7SY46	A0A7M7SY46_STRPU	unreviewed	Voltage-dependent T-type calcium channel subunit alpha		Strongylocentrotus purpuratus (Purple sea urchin)	2282
LOC575000	A0A7M7SY62	A0A7M7SY62_STRPU	unreviewed	Voltage-dependent T-type calcium channel subunit alpha		Strongylocentrotus purpuratus (Purple sea urchin)	2263
LOC578479	A0A7M7P956	A0A7M7P956_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	212
LOC578479	A0A7M7T241	A0A7M7T241_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	221
LOC100888816	A0A7M7ST83	A0A7M7ST83_STRPU	unreviewed	FYVE_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1644
LOC100891837	A0A7M7T5Y9	A0A7M7T5Y9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	981
LOC579372	A0A7M7NI98	A0A7M7NI98_STRPU	unreviewed	Asparagine--tRNA ligase (EC 6.1.1.22)		Strongylocentrotus purpuratus (Purple sea urchin)	518
LOC579372	A0A7M7NKP5	A0A7M7NKP5_STRPU	unreviewed	AA_TRNA_LIGASE_II domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	483
LOC763262	A0A7M7N2L9	A0A7M7N2L9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	218
LOC100893653	A0A7M7PH20	A0A7M7PH20_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1047
LOC584099	A0A7M7MZ32	A0A7M7MZ32_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	566
LOC115917885	B2BF80	B2BF80_STRPU	unreviewed	Gonadotropin-releasing hormone receptor 1	gnrhr1	Strongylocentrotus purpuratus (Purple sea urchin)	440
LOC100892105	A0A7M7PMA3	A0A7M7PMA3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1346
LOC100892105	A0A7M7PP55	A0A7M7PP55_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1328
LOC100892105	A0A7M7PQZ0	A0A7M7PQZ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1347
LOC755833	A0A7M7PM32	A0A7M7PM32_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1174
LOC755833	A0A7M7PNF7	A0A7M7PNF7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1223
LOC100890263	A0A7M7PVS0	A0A7M7PVS0_STRPU	unreviewed	Peptidase_M14 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	448
LOC100890263	A0A7M7T5G0	A0A7M7T5G0_STRPU	unreviewed	Peptidase_M14 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	447
LOC100891193	A0A7M7GHT3	A0A7M7GHT3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	325
LOC590219	A0A7M7NWM3	A0A7M7NWM3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1165
LOC589446	A0A7M7HF66	A0A7M7HF66_STRPU	unreviewed	Spondin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	379
LOC105442703	A0A7M7LTB5	A0A7M7LTB5_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	916
LOC579636	A0A7M7RB74	A0A7M7RB74_STRPU	unreviewed	Glyco_hydro_63 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	887
LOC756807	A0A7M7PQC4	A0A7M7PQC4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	385
LOC594620	A0A7M7MY97	A0A7M7MY97_STRPU	unreviewed	Alpha-mannosidase (EC 3.2.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	1191
LOC594620	A0A7M7MYC3	A0A7M7MYC3_STRPU	unreviewed	Alpha-mannosidase (EC 3.2.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	1207
LOC100892692	A0A7M7SU47	A0A7M7SU47_STRPU	unreviewed	Fork-head domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	424
